TF-CL-Binding_IRI	TF-CL-Binding_Label	TF_IRI	TF_Label	CL_IRI	CL_Label
http://purl.obolibrary.org/obo/EGO_0000015345	IKZF1 binding in GM08714 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0010422	GM08714
http://purl.obolibrary.org/obo/EGO_0000013956	IKZF1 binding in SK-N-SH cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0009059	SK-N-SH
http://purl.obolibrary.org/obo/EGO_0000013425	IKZF1 binding in PFSK-1 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0008425	PFSK-1
http://purl.obolibrary.org/obo/EGO_0000012764	IKZF1 binding in U2OS cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0009454	U2OS
http://purl.obolibrary.org/obo/EGO_0000014085	IKZF1 binding in GM18526 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0024847	GM18526
http://purl.obolibrary.org/obo/EGO_0000015728	IKZF1 binding in NB4 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0007947	NB4
http://purl.obolibrary.org/obo/EGO_0000011356	IKZF1 binding in U87 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0009464	U87
http://purl.obolibrary.org/obo/EGO_0000014458	IKZF1 binding in IMR90 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0006951	IMR90
http://purl.obolibrary.org/obo/EGO_0000014308	IKZF1 binding in GM12892 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0022856	GM12892
http://purl.obolibrary.org/obo/EGO_0000015825	IKZF1 binding in MCF1A-Er-Src cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0037240	MCF1A-Er-Src
http://purl.obolibrary.org/obo/EGO_0000014295	IKZF1 binding in SH-SY5Y cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y
http://purl.obolibrary.org/obo/EGO_0000014598	IKZF1 binding in MCF-7 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0007606	MCF-7
http://purl.obolibrary.org/obo/EGO_0000011726	IKZF1 binding in GM18951 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0026303	GM18951
http://purl.obolibrary.org/obo/EGO_0000016281	IKZF1 binding in A549 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0001601	A549
http://purl.obolibrary.org/obo/EGO_0000013167	IKZF1 binding in NT2-D1 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0008207	NT2-D1
http://purl.obolibrary.org/obo/EGO_0000016550	IKZF1 binding in K562 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0050126	K562
http://purl.obolibrary.org/obo/EGO_0000016369	IKZF1 binding in SK-N-SH_RA cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0037234	SK-N-SH_RA
http://purl.obolibrary.org/obo/EGO_0000011722	IKZF1 binding in GM10847 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0023758	GM10847
http://purl.obolibrary.org/obo/EGO_0000011116	IKZF1 binding in GM18505 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0024913	GM18505
http://purl.obolibrary.org/obo/EGO_0000015277	IKZF1 binding in PANC-1 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0008381	PANC-1
http://purl.obolibrary.org/obo/EGO_0000016217	IKZF1 binding in PBDE cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0037277	PBDE
http://purl.obolibrary.org/obo/EGO_0000016037	IKZF1 binding in SK-N-MC cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0009058	SK-N-MC
http://purl.obolibrary.org/obo/EGO_0000011790	IKZF1 binding in Raji cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0008734	Raji
http://purl.obolibrary.org/obo/EGO_0000012633	IKZF1 binding in HUVEC cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0004307	HUVEC
http://purl.obolibrary.org/obo/EGO_0000011088	IKZF1 binding in GM19193 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0027332	GM19193
http://purl.obolibrary.org/obo/EGO_0000016765	IKZF1 binding in HEK293 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0001230	HEK293
http://purl.obolibrary.org/obo/EGO_0000012910	IKZF1 binding in T-47D cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0009251	T-47D
http://purl.obolibrary.org/obo/EGO_0000014324	IKZF1 binding in HL-60 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0003775	HL-60
http://purl.obolibrary.org/obo/EGO_0000012536	IKZF1 binding in PBDEFetal cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0037278	PBDEFetal
http://purl.obolibrary.org/obo/EGO_0000013252	IKZF1 binding in HCT-116 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0003665	HCT-116
http://purl.obolibrary.org/obo/EGO_0000010874	IKZF1 binding in GM12891 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0022859	GM12891
http://purl.obolibrary.org/obo/EGO_0000016824	IKZF1 binding in HeLa-S3 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0003699	HeLa-S3
http://purl.obolibrary.org/obo/EGO_0000011426	IKZF1 binding in HEK293-T-REx cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0037238	HEK293-T-REx
http://purl.obolibrary.org/obo/EGO_0000010723	IKZF1 binding in GM19099 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0025875	GM19099
http://purl.obolibrary.org/obo/EGO_0000014485	IKZF1 binding in ECC-1 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0037231	ECC-1
http://purl.obolibrary.org/obo/EGO_0000016391	IKZF1 binding in GM15510 cell	http://purl.obolibrary.org/obo/PR_000001811	IKZF1	http://purl.obolibrary.org/obo/CLO_0028068	GM15510
http://purl.obolibrary.org/obo/EGO_0000012169	Egr-1 binding in HEK293 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0001230	HEK293
http://purl.obolibrary.org/obo/EGO_0000016479	Egr-1 binding in GM18526 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0024847	GM18526
http://purl.obolibrary.org/obo/EGO_0000014250	Egr-1 binding in HCT-116 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0003665	HCT-116
http://purl.obolibrary.org/obo/EGO_0000012422	Egr-1 binding in HEK293-T-REx cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0037238	HEK293-T-REx
http://purl.obolibrary.org/obo/EGO_0000010765	Egr-1 binding in PBDE cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0037277	PBDE
http://purl.obolibrary.org/obo/EGO_0000016023	Egr-1 binding in SK-N-MC cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0009058	SK-N-MC
http://purl.obolibrary.org/obo/EGO_0000016026	Egr-1 binding in GM10847 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0023758	GM10847
http://purl.obolibrary.org/obo/EGO_0000011952	Egr-1 binding in K562 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0050126	K562
http://purl.obolibrary.org/obo/EGO_0000012359	Egr-1 binding in NT2-D1 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0008207	NT2-D1
http://purl.obolibrary.org/obo/EGO_0000016223	Egr-1 binding in SK-N-SH cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0009059	SK-N-SH
http://purl.obolibrary.org/obo/EGO_0000015599	Egr-1 binding in GM18951 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0026303	GM18951
http://purl.obolibrary.org/obo/EGO_0000015383	Egr-1 binding in ECC-1 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0037231	ECC-1
http://purl.obolibrary.org/obo/EGO_0000016884	Egr-1 binding in SH-SY5Y cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y
http://purl.obolibrary.org/obo/EGO_0000010236	Egr-1 binding in GM18505 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0024913	GM18505
http://purl.obolibrary.org/obo/EGO_0000013217	Egr-1 binding in GM08714 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0010422	GM08714
http://purl.obolibrary.org/obo/EGO_0000012080	Egr-1 binding in T-47D cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0009251	T-47D
http://purl.obolibrary.org/obo/EGO_0000011184	Egr-1 binding in SK-N-SH_RA cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0037234	SK-N-SH_RA
http://purl.obolibrary.org/obo/EGO_0000010653	Egr-1 binding in HeLa-S3 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0003699	HeLa-S3
http://purl.obolibrary.org/obo/EGO_0000013010	Egr-1 binding in GM15510 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0028068	GM15510
http://purl.obolibrary.org/obo/EGO_0000010657	Egr-1 binding in PFSK-1 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0008425	PFSK-1
http://purl.obolibrary.org/obo/EGO_0000016136	Egr-1 binding in GM12892 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0022856	GM12892
http://purl.obolibrary.org/obo/EGO_0000016581	Egr-1 binding in A549 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0001601	A549
http://purl.obolibrary.org/obo/EGO_0000010796	Egr-1 binding in U2OS cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0009454	U2OS
http://purl.obolibrary.org/obo/EGO_0000012792	Egr-1 binding in GM19099 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0025875	GM19099
http://purl.obolibrary.org/obo/EGO_0000012098	Egr-1 binding in HepG2 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0003704	HepG2
http://purl.obolibrary.org/obo/EGO_0000012019	Egr-1 binding in MCF1A-Er-Src cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0037240	MCF1A-Er-Src
http://purl.obolibrary.org/obo/EGO_0000010753	Egr-1 binding in HL-60 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0003775	HL-60
http://purl.obolibrary.org/obo/EGO_0000015766	Egr-1 binding in GM12891 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0022859	GM12891
http://purl.obolibrary.org/obo/EGO_0000011171	Egr-1 binding in U87 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0009464	U87
http://purl.obolibrary.org/obo/EGO_0000011203	Egr-1 binding in HUVEC cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0004307	HUVEC
http://purl.obolibrary.org/obo/EGO_0000013802	Egr-1 binding in PBDEFetal cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0037278	PBDEFetal
http://purl.obolibrary.org/obo/EGO_0000013076	Egr-1 binding in NB4 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0007947	NB4
http://purl.obolibrary.org/obo/EGO_0000015024	Egr-1 binding in IMR90 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0006951	IMR90
http://purl.obolibrary.org/obo/EGO_0000010729	Egr-1 binding in Raji cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0008734	Raji
http://purl.obolibrary.org/obo/EGO_0000011294	Egr-1 binding in PANC-1 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0008381	PANC-1
http://purl.obolibrary.org/obo/EGO_0000013635	Egr-1 binding in MCF-7 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0007606	MCF-7
http://purl.obolibrary.org/obo/EGO_0000016626	Egr-1 binding in GM12878 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0022851	GM12878
http://purl.obolibrary.org/obo/EGO_0000010994	Egr-1 binding in GM19193 cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0027332	GM19193
http://purl.obolibrary.org/obo/EGO_0000012942	Egr-1 binding in H1-hESC cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0037281	H1-hESC
http://purl.obolibrary.org/obo/EGO_0000015687	Egr-1 binding in H1-neurons cell	http://purl.obolibrary.org/obo/PR_000006937	Egr-1	http://purl.obolibrary.org/obo/CLO_0037299	H1-neurons
http://purl.obolibrary.org/obo/EGO_0000014065	ELK1 binding in PANC-1 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0008381	PANC-1
http://purl.obolibrary.org/obo/EGO_0000012601	ELK1 binding in HepG2 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0003704	HepG2
http://purl.obolibrary.org/obo/EGO_0000016324	ELK1 binding in U2OS cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0009454	U2OS
http://purl.obolibrary.org/obo/EGO_0000013620	ELK1 binding in HEK293 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0001230	HEK293
http://purl.obolibrary.org/obo/EGO_0000010939	ELK1 binding in GM15510 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0028068	GM15510
http://purl.obolibrary.org/obo/EGO_0000016495	ELK1 binding in HL-60 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0003775	HL-60
http://purl.obolibrary.org/obo/EGO_0000015794	ELK1 binding in H1-hESC cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0037281	H1-hESC
http://purl.obolibrary.org/obo/EGO_0000011642	ELK1 binding in U87 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0009464	U87
http://purl.obolibrary.org/obo/EGO_0000016556	ELK1 binding in GM12891 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0022859	GM12891
http://purl.obolibrary.org/obo/EGO_0000012023	ELK1 binding in PFSK-1 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0008425	PFSK-1
http://purl.obolibrary.org/obo/EGO_0000014450	ELK1 binding in SK-N-MC cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0009058	SK-N-MC
http://purl.obolibrary.org/obo/EGO_0000015097	ELK1 binding in GM18951 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0026303	GM18951
http://purl.obolibrary.org/obo/EGO_0000015605	ELK1 binding in GM12892 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0022856	GM12892
http://purl.obolibrary.org/obo/EGO_0000015100	ELK1 binding in ECC-1 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0037231	ECC-1
http://purl.obolibrary.org/obo/EGO_0000010184	ELK1 binding in GM19099 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0025875	GM19099
http://purl.obolibrary.org/obo/EGO_0000012406	ELK1 binding in GM19193 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0027332	GM19193
http://purl.obolibrary.org/obo/EGO_0000016412	ELK1 binding in PBDEFetal cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0037278	PBDEFetal
http://purl.obolibrary.org/obo/EGO_0000011721	ELK1 binding in MCF-7 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0007606	MCF-7
http://purl.obolibrary.org/obo/EGO_0000012142	ELK1 binding in HUVEC cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0004307	HUVEC
http://purl.obolibrary.org/obo/EGO_0000014650	ELK1 binding in Raji cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0008734	Raji
http://purl.obolibrary.org/obo/EGO_0000011555	ELK1 binding in H1-neurons cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0037299	H1-neurons
http://purl.obolibrary.org/obo/EGO_0000014722	ELK1 binding in MCF1A-Er-Src cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0037240	MCF1A-Er-Src
http://purl.obolibrary.org/obo/EGO_0000011534	ELK1 binding in GM12878 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0022851	GM12878
http://purl.obolibrary.org/obo/EGO_0000015511	ELK1 binding in SK-N-SH_RA cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0037234	SK-N-SH_RA
http://purl.obolibrary.org/obo/EGO_0000014197	ELK1 binding in NB4 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0007947	NB4
http://purl.obolibrary.org/obo/EGO_0000015275	ELK1 binding in GM10847 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0023758	GM10847
http://purl.obolibrary.org/obo/EGO_0000011141	ELK1 binding in PBDE cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0037277	PBDE
http://purl.obolibrary.org/obo/EGO_0000016714	ELK1 binding in HCT-116 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0003665	HCT-116
http://purl.obolibrary.org/obo/EGO_0000010678	ELK1 binding in HEK293-T-REx cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0037238	HEK293-T-REx
http://purl.obolibrary.org/obo/EGO_0000013694	ELK1 binding in HeLa-S3 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0003699	HeLa-S3
http://purl.obolibrary.org/obo/EGO_0000010677	ELK1 binding in A549 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0001601	A549
http://purl.obolibrary.org/obo/EGO_0000016688	ELK1 binding in GM18526 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0024847	GM18526
http://purl.obolibrary.org/obo/EGO_0000012635	ELK1 binding in GM18505 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0024913	GM18505
http://purl.obolibrary.org/obo/EGO_0000013057	ELK1 binding in GM08714 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0010422	GM08714
http://purl.obolibrary.org/obo/EGO_0000010877	ELK1 binding in K562 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0050126	K562
http://purl.obolibrary.org/obo/EGO_0000010244	ELK1 binding in SK-N-SH cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0009059	SK-N-SH
http://purl.obolibrary.org/obo/EGO_0000010369	ELK1 binding in IMR90 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0006951	IMR90
http://purl.obolibrary.org/obo/EGO_0000011403	ELK1 binding in SH-SY5Y cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y
http://purl.obolibrary.org/obo/EGO_0000015872	ELK1 binding in T-47D cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0009251	T-47D
http://purl.obolibrary.org/obo/EGO_0000014848	ELK1 binding in NT2-D1 cell	http://purl.obolibrary.org/obo/PR_000007025	ELK1	http://purl.obolibrary.org/obo/CLO_0008207	NT2-D1
http://purl.obolibrary.org/obo/EGO_0000015991	SETDB1 binding in GM19193 cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0027332	GM19193
http://purl.obolibrary.org/obo/EGO_0000012871	SETDB1 binding in NB4 cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0007947	NB4
http://purl.obolibrary.org/obo/EGO_0000013189	SETDB1 binding in HEK293 cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0001230	HEK293
http://purl.obolibrary.org/obo/EGO_0000014459	SETDB1 binding in GM12892 cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0022856	GM12892
http://purl.obolibrary.org/obo/EGO_0000011500	SETDB1 binding in IMR90 cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0006951	IMR90
http://purl.obolibrary.org/obo/EGO_0000014435	SETDB1 binding in GM15510 cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0028068	GM15510
http://purl.obolibrary.org/obo/EGO_0000013379	SETDB1 binding in U2OS cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0009454	U2OS
http://purl.obolibrary.org/obo/EGO_0000015075	SETDB1 binding in HCT-116 cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0003665	HCT-116
http://purl.obolibrary.org/obo/EGO_0000015037	SETDB1 binding in H1-hESC cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0037281	H1-hESC
http://purl.obolibrary.org/obo/EGO_0000012641	SETDB1 binding in SK-N-MC cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0009058	SK-N-MC
http://purl.obolibrary.org/obo/EGO_0000016260	SETDB1 binding in GM18951 cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0026303	GM18951
http://purl.obolibrary.org/obo/EGO_0000011373	SETDB1 binding in HL-60 cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0003775	HL-60
http://purl.obolibrary.org/obo/EGO_0000013871	SETDB1 binding in PANC-1 cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0008381	PANC-1
http://purl.obolibrary.org/obo/EGO_0000012583	SETDB1 binding in MCF1A-Er-Src cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0037240	MCF1A-Er-Src
http://purl.obolibrary.org/obo/EGO_0000012890	SETDB1 binding in H1-neurons cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0037299	H1-neurons
http://purl.obolibrary.org/obo/EGO_0000014102	SETDB1 binding in GM19099 cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0025875	GM19099
http://purl.obolibrary.org/obo/EGO_0000014025	SETDB1 binding in U87 cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0009464	U87
http://purl.obolibrary.org/obo/EGO_0000012123	SETDB1 binding in SK-N-SH_RA cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0037234	SK-N-SH_RA
http://purl.obolibrary.org/obo/EGO_0000012919	SETDB1 binding in GM12878 cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0022851	GM12878
http://purl.obolibrary.org/obo/EGO_0000012102	SETDB1 binding in ECC-1 cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0037231	ECC-1
http://purl.obolibrary.org/obo/EGO_0000010631	SETDB1 binding in GM18505 cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0024913	GM18505
http://purl.obolibrary.org/obo/EGO_0000014949	SETDB1 binding in T-47D cell	http://purl.obolibrary.org/obo/PR_000014724	SETDB1	http://purl.obolibrary.org/obo/CLO_0009251	T-47D
